                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                             Hoja no.: 1
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
7280  Acciones y participaciones de                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7281  Adquisición de acciones de                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7290  Acciones y participaciones de                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7291  Acciones y participaciones de                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7300  COMPRA DE TÍTULOS Y                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7310  Bonos.                                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7311  Adquisición de bonos.                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7320  Valores representativos de                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7321  Valores representativos de                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7330  Valores representativos de                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7331  Valores representativos de                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7340  Obligaciones negociables                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                            Hoja no.: 21
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
7341  Obligaciones negociables                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7350  Obligaciones negociables                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7351  Adquisición de obligaciones.                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7390  Otros valores.                                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7391  Fideicomisos para adquisición                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7392  Reserva técnica.                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7393  Adquisición de otros valores.                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7400  CONCESIÓN DE                                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7410  Concesión de préstamos a                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7411  Concesión de préstamos a                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7420  Concesión de préstamos a                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7421  Concesión de préstamos a                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7430  Concesión de préstamos a                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7431  Concesión de préstamos a                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7440  Concesión de préstamos a                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7441  Concesión de préstamos a                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7450  Concesión de préstamos al                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7451  Concesión de préstamos al                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7460  Concesión de préstamos al                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7461  Concesión de préstamos al                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7470  Concesión de préstamos al                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7471  Concesión de préstamos al                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7480  Concesión de préstamos al                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7481  Concesión de préstamos al                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7490  Concesión de préstamos al                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7491  Concesión de préstamos al                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7500  INVERSIONES EN                                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7510  Inversiones en fideicomisos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7511  Inversiones en fideicomisos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7520  Inversiones en fideicomisos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7521  Inversiones en fideicomisos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7530  Inversiones en fideicomisos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7531  Inversiones en fideicomisos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7540  Inversiones en fideicomisos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7541  Inversiones en fideicomisos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7550  Inversiones en fideicomisos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7551  Inversiones en fideicomisos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7560  Inversiones en fideicomisos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                            Hoja no.: 22
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
7561  Inversiones en fideicomisos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7570  Inversiones en fideicomisos de                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7571  Inversiones en fideicomisos de                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7580  Inversiones en fideicomisos de                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7581  Inversiones en fideicomisos de                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7590  Fideicomisos de empresas                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7591  Fideicomisos de empresas                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7600  OTRAS INVERSIONES                                0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7610  Depósitos a largo plazo en                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7611  Depósitos a largo plazo en                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7620  Depósitos a largo plazo en                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7621  Depósitos a largo plazo en                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7900  PROVISIONES PARA                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7910  Contingencias por fenómenos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7911  Contingencias por fenómenos                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7920  Contingencias                                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7921  Contingencias                                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7990  Otras erogaciones especiales.                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
7991  Otras erogaciones especiales.                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8000  PARTICIPACIONES Y                                0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8100  PARTICIPACIONES.                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8110  Fondo general de                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8111  Fondo general de                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8120  Fondo de fomento municipal.                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8121  Fondo de fomento municipal.                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8130  Participaciones de las                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8131  Participaciones a municipios                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8132  Participaciones a municipios                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8140  Otros conceptos participables                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8141  Otros conceptos participables                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8150  Otros conceptos participables                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8151  Otros conceptos participables                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8160  Convenios de colaboración                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8161  Convenios de colaboración                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8300  APORTACIONES.                                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8310  Aportaciones de la federación                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8311  Aportaciones de la federación                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8320  Aportaciones de la federación                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                            Hoja no.: 23
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
8321  Aportaciones de la federación                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8330  Aportaciones de las entidades                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8331  Aportaciones a municipios del                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8332  Aportaciones a municipios del                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8340  Aportaciones previstas en                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8341  Aportaciones previstas en                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8350  Aportaciones previstas en                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8351  Aportaciones previstas en                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8500  CONVENIOS.                                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8510  Convenios de reasignación.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8511  Convenios de reasignación.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8520  Convenios de                                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8521  Convenios de                                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8530  Otros Convenios.                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
8531  Otros Convenios.                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9000  DEUDA PéBLICA.                                   0.00              0.00             0.00              0.00              0.00       -38,400.00              0.00        -38,400.00        38,400.00
9100  AMORTIZACIÓN DE LA                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9110  Amortización de la deuda                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9111  Amortización de capital.                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9112  Actualización de la deuda.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9120  Amortización de la deuda                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9121  Amortización de la deuda                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9130  Amortización de                                  0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9131  Amortización de                                  0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9140  Amortización de la deuda                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9141  Amortización de la deuda                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9150  Amortización de deuda                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9151  Amortización de deuda                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9160  Amortización de la deuda                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9161  Amortización de la deuda                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9170  Amortización de la deuda                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9171  Amortización de la deuda                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9180  Amortización de                                  0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9181  Amortización de                                  0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9200  INTERESES DE LA DEUDA                            0.00              0.00             0.00              0.00              0.00       -38,400.00              0.00        -38,400.00        38,400.00
9210  Intereses de la deuda interna                    0.00              0.00             0.00              0.00              0.00       -38,400.00              0.00        -38,400.00        38,400.00
9211  Intereses de la deuda.                           0.00              0.00             0.00              0.00              0.00       -38,400.00              0.00        -38,400.00        38,400.00
9220  Intereses derivados de la                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                            Hoja no.: 24
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
9221  Intereses derivados de la                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9230  Intereses por arrendamientos                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9231  Intereses por arrendamientos                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9240  Intereses de la deuda externa                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9241  Intereses de la deuda externa                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9250  Intereses de la deuda con                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9251  Intereses de la deuda con                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9260  Intereses de la deuda bilateral.                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9261  Intereses de la deuda bilateral.                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9270  Intereses derivados de la                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9271  Intereses derivados de la                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9280  Intereses por arrendamientos                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9281  Intereses por arrendamientos                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9300  COMISIONES DE LA DEUDA                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9310  Comisiones de la deuda                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9311  Comisiones de la deuda                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9320  Comisiones de la deuda                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9321  Comisiones de la deuda                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9400  GASTOS DE LA DEUDA                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9410  Gastos de la deuda pública                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9411  Gastos de la deuda pública.                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9420  Gastos de la deuda pública                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9421  Gastos de la deuda pública                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9500  COSTO POR COBERTURAS.                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9510  Costos por coberturas.                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9511  Gastos por coberturas en                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9512  Gastos por otras coberturas.                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9600  APOYOS FINANCIEROS.                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9610  Apoyos a intermediarios                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9611  Apoyos a intermediarios                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9620  Apoyos a ahorradores y                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9621  Apoyos a ahorradores y                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9900  ADEUDOS DE EJERCICIOS                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9910  ADEFAS.                                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9911  Por el ejercicio inmediato                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
9912  Por ejercicios anteriores.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
                                                                                                                                                                                                        
                                                                                                                                                                                                        


                     TOTALES                           0.00     41,950,336.96             0.00     41,950,336.96    -66,279,825.76    14,233,891.76        153,600.00     22,612,960.82    19,337,376.14
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                      PRESIDENTE MUNICIPAL                                                     SECRETARIO                                                         TESORERO                              
                                                                                                                                                                                                        
              -------------------------------------                               ------------------------------------                              ------------------------------------                
                                                                                                                                                                                                        
                   C. IGNACIO AVILA NAVARRETE                                         LIC. ROBERTO R. GARCIA FLORES                                 M. EN C. Y C.P. MIREYA MONROY MONROY                
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
